id,name,continent,flag,cuisine_summary,dish1_name,dish1_desc,dish2_name,dish2_desc,dish3_name,dish3_desc,dish4_name,dish4_desc,dish5_name,dish5_desc
kenya,Kenya,Africa,🇰🇪,"Kenyan food is East African staple cooking with Indian Ocean coastal influences — ugali at every inland meal, nyama choma as the great social occasion, and a Swahili coast where biryani and coconut milk fish tell a different story.",Nyama choma,"Goat or beef grilled over charcoal and eaten with your hands. Kenya's great social dish — ordered by weight at a roadside joint, eaten with kachumbari (raw tomato and onion) and ugali.",Ugali,"Dense white maize porridge — the Kenyan daily staple. Rolled into a ball by hand and used to scoop up meat stew or sukuma wiki. Every meal, every day.",Sukuma wiki,"Collard greens sautéed with onion and tomato. The name means 'push the week' — stretching the budget to Friday. Simple, nutritious, and on every Kenyan table.",,,,
korea,Korea,Asia,🇰🇷,"Korean cuisine is one of the world's most complete — built on fermentation, fire, and communal abundance. Kimchi (fermented vegetables, hundreds of varieties) is not a side dish; it is a pillar of the culture. Banchan — the small plates that fill the table before the main arrives — reflect a philosophy of balance and contrast: cold and hot, sour and savory, crunchy and soft. Tabletop grilling (samgyeopsal, galbi) turns dinner into a social ritual. Sundubu jjigae, doenjang jjigae, and samgyetang are soups with the weight of centuries behind them. Korean food has gone from niche to globally dominant in a single generation — and it earned every bit of the attention.",Korean BBQ,Grill cuts like galbi (short rib) and samgyeopsal (pork belly) at your table; wrap in lettuce with rice and ssamjang.,Bibimbap,"Rice bowl topped with sautéed vegetables, a fried egg, and gochujang — stir hard before eating.",Kimchi jjigae,"Stew of aged kimchi with pork or tuna. Sour, spicy, deeply restorative.",,,,
north_korea,Korea (North),Asia,🇰🇵,"North Korean food is cold-noodle culture and mountain cooking — buckwheat noodles in icy broth, kimchi in every variation, and a cuisine closely related to South Korean but shaped by the peninsula's northern geography and colder climate.",Naengmyeon,"Thin buckwheat noodles served in an icy beef or radish-water broth, topped with sliced cucumber, pear, and a hard-boiled egg. Pyongyang's most famous dish — eaten year-round, not just in summer.",Kimchi,"Fermented cabbage and vegetables seasoned with chile, garlic, and ginger. Present at every North Korean meal — regional styles differ subtly from southern varieties, leaning less spicy.",Onban,"Chicken rice soup with egg, scallions, and a clear broth. A Pyongyang specialty — warming, simple, and considered an everyday comfort dish.",,,,
kuwait,Kuwait,Asia,🇰🇼,"Kuwaiti food is Gulf cooking at its most generous — fragrant rice with dried limes, slow-roasted lamb, fresh shrimp from the Arabian Gulf, and a hospitality culture where the meal never quite ends.",Machboos,"Spiced rice with lamb, chicken, or shrimp cooked in a fragrant broth with dried limes (loomi) and rose water. Kuwait's essential dish, found at every family table.",Murabyan,Whole shrimp slow-cooked with rice in a spiced broth. Kuwait's signature seafood rice — a celebration of the Gulf's natural harvest.,Gabout,"Tender lamb dumplings in a rich, spiced stew. A distinctly Kuwaiti dish — the Gulf's answer to comfort food, eaten in colder months.",,,,
kyrgyzstan,Kyrgyzstan,Asia,🇰🇬,"Kyrgyz food is Central Asian nomadic cooking — lamb and horse meat dominate, dairy is fermented for preservation, and beshbarmak (boiled meat over noodles) anchors every ceremony and celebration.",Beshbarmak,"Boiled lamb or horse meat served over wide, flat noodles with broth, eaten communally by hand. The national dish — literally 'five fingers.' Cooked for weddings, funerals, and every occasion that matters.",Lagman,"Hand-pulled noodles in a spiced lamb and vegetable stew. Central Asia's great noodle dish — Chinese in origin, entirely Kyrgyz in character.",Kymyz,"Fermented mare's milk — lightly fizzy, sour, and mildly alcoholic. The traditional nomadic drink, offered to guests and consumed throughout the summer grazing season.",,,,
laos,Laos,Asia,🇱🇦,"Lao food is sticky rice and river fish — freshwater catches, spicy larb salad pounded in a mortar, and padaek (fermented fish paste) that deepens nearly every dish. Gentler than Thai, more herb-forward than Vietnamese.",Larb,"Minced meat salad with toasted rice powder, lime juice, fish sauce, shallots, and fresh herbs. Laos's national dish — sharp, fragrant, and eaten at every celebration.",Khao niao,"Glutinous sticky rice steamed in a bamboo basket and eaten by hand, rolled into small balls to scoop up dishes. The Lao staple — present at every single meal.",Or lam,"Lao-style stew of vegetables, meat, and mai sakaan (a numbing wood spice). Rich, herby, and uniquely Luang Prabang.",,,,
latvia,Latvia,Europe,🇱🇻,"Latvian food is Baltic forest and sea — dark rye bread that forms the backbone of every meal, cold-smoked fish, grey peas with bacon, and sour cream on almost everything.",Pelēkie zirņi ar speķi,"Grey peas cooked and tossed with crispy fried bacon. Latvia's national dish — simple, ancient, eaten especially at Christmas and Midsummer.",Sklandrausis,Rye pastry tart filled with sweetened carrot and potato. A traditional Latvian cake from the Kurzeme region — earthy and gently sweet.,Smoked eel on rye,"Cold-smoked Baltic eel laid on buttered dark rye bread. The Latvian coastal delicacy — rich, oily, and perfect with a cold beer.",,,,
lebanon,Lebanon,Middle East,🇱🇧,"Lebanese cuisine is the Middle East's most widely exported and beloved table. The mezze spread is its greatest expression — hummus, baba ganoush, labneh, kibbeh, tabbouleh, fattoush, and warm flatbread arriving in endless rounds. Shawarma, man'oushe (flatbread with za'atar and olive oil), and falafel are street foods that have traveled to every corner of the world. The cuisine is rooted in the Levantine pantry: olive oil, lemon, garlic, fresh herbs, and pomegranate. Lebanese food culture is also inseparable from hospitality — the table is never considered full, and a guest leaving hungry is a genuine failure.",Hummus with warm pita,"Smooth chickpea-tahini purée with lemon and good olive oil. Served warm, eaten with bread torn from the pile.",Shawarma,"Marinated meat shaved from a vertical spit, wrapped in flatbread with garlic sauce and pickles.",Mujadara,"Lentils and rice with deeply caramelized onions on top. Humble, perfect, vegetarian.",,,,
palestine,Palestine,Middle East,🇵🇸,"Palestinian food is Levantine and deeply tied to home cooking — olive oil, sumac, za'atar, slow-cooked rice dishes, and breads wrapped around roasted chicken or vegetables.",Musakhan,"Roasted chicken with sumac, caramelized onions, and olive oil served over taboon bread. The Palestinian table centerpiece.",Maqluba,"Rice, meat, and vegetables cooked in one pot, then flipped upside down onto a platter. Dramatic, fragrant, and built for sharing.",Knafeh,"Shredded pastry layered with cheese or cream, soaked in syrup, and served warm. Nablus is especially famous for it.",,,,
lesotho,Lesotho,Africa,🇱🇸,"Basotho food is highland Southern African cooking — maize porridge is the bedrock, slow-cooked mutton and offal from the mountain flocks, and wild greens gathered from the Maluti ranges.",Papa,"Stiff maize porridge, the Basotho daily staple. Eaten by hand at every meal, used to scoop up relishes, stews, and greens.",Mokoenya,Sheep's or goat's trotters slow-cooked until gelatinous in a spiced stew. A Basotho Sunday and celebration dish.,Moroho,Wild leafy greens simmered with onion and tomato. The everyday vegetable side — foraged from the highlands and deeply nutritious.,,,,
liberia,Liberia,Africa,🇱🇷,"Liberian food is West African with an American-Liberian twist — palm butter soup is the national dish, cassava and rice are the staples, and the cuisine reflects both indigenous tradition and the freed-slave settlers who founded the country.",Palm butter soup,"Rich, deep-orange soup made from pounded palm nuts with chicken or fish, dried fish for depth, and hot pepper. Liberia's most beloved dish.",Fufu with greens,Pounded cassava or plantain fufu eaten with cassava leaf sauce cooked in palm oil. The everyday staple combination.,Jollof rice,Rice cooked in a tomato and pepper sauce with chicken. The West African constant — Liberian style is slightly sweeter and more heavily spiced.,,,,
libya,Libya,Africa,🇱🇾,"Libyan food is North African with Ottoman and Saharan layers — barley-based dishes, spiced lamb stews, and bazeen (the most distinctively Libyan dish) that tourists rarely encounter but locals swear by.",Bazeen,"Dense, unleavened barley dough formed into a dome and served surrounded by meat stew and hard-boiled eggs. Libya's most traditional dish — eaten by hand from a communal platter.",Asida,"Thick wheat or barley porridge eaten sweet with honey and butter, or savory with meat stew. The Libyan comfort food for all occasions.",Sharba libya,Spiced lamb and tomato soup with pasta and a generous hit of harissa. Libya's version of the North African spiced soup — warming and deeply flavored.,,,,
lithuania,Lithuania,Europe,🇱🇹,"Lithuanian food is Baltic and hearty — cepelinai (potato dumplings the size of small zeppelins), cold pink beet soup in summer, and dark rye bread that underpins every meal.",Cepelinai,"Giant boiled potato dumplings stuffed with spiced pork mince, served with sour cream and bacon bits. Lithuania's national dish — filling, substantial, and shaped like a zeppelin.",Šaltibarščiai,"Vivid pink cold soup made from kefir, beet, cucumber, hard-boiled egg, and dill. Lithuania's beloved summer dish — refreshing and unlike anything else.",Kibinai,"Karaite-origin pastry filled with lamb or pork and onion. A specialty of Trakai — flaky, juicy, and tied to Lithuania's Crimean Karaite minority.",,,,
luxembourg,Luxembourg,Europe,🇱🇺,"Luxembourgish food is small-country cooking at its most satisfying — German heartiness, French finesse, and Belgian influences all meeting over smoked pork and beans, and a pastry culture that punches above its size.",Judd mat Gaardebounen,"Smoked pork collar served with broad beans in a cream sauce. Luxembourg's national dish — rich, smoky, and the thing every Luxembourger grows up eating.",Gromperekichelcher,"Crispy potato fritters with onion and parsley, sold at Luxembourg's Schueberfouer fair. The national street snack.",Rieslingspaschtéit,Veal and pork pâté baked in a pastry shell with a Riesling jelly interior. A Luxembourgish specialty served at celebrations.,,,,
madagascar,Madagascar,Africa,🇲🇬,"Malagasy food is rice three times a day without apology — zebu beef stew, coconut milk, and a cuisine shaped by the island's Austronesian, African, and Arab roots. Vary (rice) is not a side dish; it is the meal.",Romazava,"Zebu beef braised with fresh ginger and a mix of leafy greens (brèdes). Madagascar's national dish — light, fragrant, and always served over rice.",Ravitoto,"Pounded cassava leaves slow-cooked with pork and coconut milk. Rich, dark green, and deeply satisfying — the country's most comforting stew.",Vary amin'anana,"Rice cooked with leafy greens and a little meat or fish. The everyday Malagasy staple — simple, nutritious, eaten morning and night.",,,,
malawi,Malawi,Africa,🇲🇼,"Malawian food is Lake Malawi and maize — nsima porridge at every meal, chambo (a prized freshwater fish) grilled over charcoal, and relishes of beans and green vegetables that make the staple come alive.",Nsima,"Stiff white maize porridge rolled into balls and eaten by hand. The Malawian daily staple — present at every meal, every day, for most of the population.",Chambo,"Freshwater cichlid from Lake Malawi, grilled whole over charcoal or fried. Malawi's prized fish — flaky, mild, and the centerpiece of any celebration meal.",Ndiwo,"Relish of beans, vegetables, or meat eaten alongside nsima. The concept is as important as any single recipe — ndiwo means 'the thing that goes with nsima.'",,,,
malaysia,Malaysia,Asia,🇲🇾,"Malaysian food is a Southeast Asian crossroads — Malay, Chinese, and Indian flavors coexisting on every street and in every hawker center. No cuisine in the world packs this much variety into this small a space.",Nasi lemak,"Coconut-scented rice with sambal, crispy anchovies, roasted peanuts, cucumber, and a boiled egg. Malaysia's national dish — eaten for breakfast, lunch, and dinner without apology.",Char kway teow,"Flat rice noodles stir-fried over fierce heat with Chinese sausage, shrimp, egg, and bean sprouts in dark soy. The wok hei (breath of the wok) is everything.",Laksa,"Coconut milk noodle soup with shrimp, fish cake, and cockles. The Peranakan classic — every town has a version, every version has partisans.",,,,
maldives,Maldives,Asia,🇲🇻,"Maldivian food is tuna and coconut in every combination — the island nation's two great resources. Smoked skipjack tuna (mas) appears at breakfast, in soups, and as a snack. Everything else supports these two ingredients.",Mas huni,"Shredded smoked tuna mixed with coconut, onion, chili, and lime. Eaten for breakfast with roshi flatbread. The Maldivian morning ritual.",Garudhiya,"Clear, delicate broth of skipjack tuna simmered with salt. The national soup — profound in its simplicity, eaten with rice, lime, and chili paste.",Bis keemiya,"Samosa-like pastry filled with smoked tuna, hard-boiled egg, and onion. A Maldivian street snack with South Asian influence.",,,,
mali,Mali,Africa,🇲🇱,"Malian food is Sahelian grain cooking — millet and rice form the base, tigadegena (peanut stew) is the national sauce, and the cuisine flows along the Niger River from Timbuktu to Bamako.",Tigadegena,"Peanut butter stew with beef or chicken, tomatoes, and sweet potato. Mali's most beloved sauce — rich, thick, and eaten over rice or tô.",Tô,Stiff millet or sorghum paste eaten by hand and dipped into peanut or leaf sauces. The Malian daily staple for the majority of the population.,Jollof rice (Malian),"Rice cooked slowly in a tomato, onion, and meat broth until each grain is deeply flavored. The festive dish — served at weddings and naming ceremonies.",,,,
malta,Malta,Europe,🇲🇹,"Maltese food is Mediterranean island cooking shaped by centuries of Arab, Sicilian, and British occupation — rabbit is the national meat, pastizzi are the national snack, and the cuisine is more layered than the island's small size suggests.",Fenek moqli,"Rabbit marinated in wine and garlic, fried then braised slowly until tender. Malta's national dish — eaten on Sundays, at restaurants, and at every family gathering.",Pastizzi,"Flaky diamond-shaped pastry filled with ricotta or mushy peas. Malta's beloved street snack — sold at pastizzerias from dawn, eaten at every hour.",Bragioli,"Thin beef slices stuffed with a filling of breadcrumbs, bacon, and egg, rolled and braised in wine. The Maltese beef olive — a slow Sunday dish.",,,,
mauritania,Mauritania,Africa,🇲🇷,"Mauritanian food is Saharan and Sahelian — camel milk, rice cooked in fish broth, and a nomadic tradition of slow-roasted lamb. The cuisine sits at the crossroads of North African and West African cooking.",Thiéboudienne,Rice cooked in a rich tomato-and-fish broth with vegetables. Shared with Senegal but deeply embedded in Mauritanian culture — the most important daily dish.,Méchoui,Whole lamb slow-roasted over charcoal until the skin is crackling-crisp. The Saharan celebration feast — made for weddings and Eid.,Zrig,"Camel milk thinned with water and lightly sweetened. The traditional Mauritanian drink — refreshing in the desert heat, offered to every guest.",,,,
mauritius,Mauritius,Africa,🇲🇺,"Mauritian food is one of the Indian Ocean's great multicultural cuisines — Indian, African, Chinese, and French traditions stirred together over centuries, producing dishes that belong to no single heritage and to all of them.",Dholl puri,"Thin flatbread filled with ground yellow split peas, served with a variety of curries and chutneys. The Mauritian street food — eaten standing at a roadside stall.",Rougaille,"Spiced tomato sauce with fish, sausage, or prawns, eaten over rice. The everyday Mauritian dish — French Creole in origin and universally loved.",Gâteau piment,Deep-fried split pea fritters spiked with chili and turmeric. The Port Louis street snack — eaten in the morning with a cup of tea.,,,,
mexico,Mexico,North America,🇲🇽,"Mexican food is woven into San Francisco's DNA. The Mission District has been a Latino heartland since the 1950s, and it gave the world one of its most iconic food inventions: the Mission-style burrito, born at Taquería La Cumbre in 1967. La Palma Mexicatessen has been pressing fresh masa by hand on 24th Street since 1953. Today the Mission is lined with taquerías, panaderías, and restaurants serving regional Mexican cuisine from Oaxaca, Jalisco, and beyond — a living neighborhood built on tortillas, mole, and generations of immigrant labor.",Carnitas tacos,"Slow-cooked pork shoulder, crisped and piled into corn tortillas with onion and cilantro.",Pozole rojo,"Hominy stew with pork in a chile broth — garnish-your-own with cabbage, radish, lime.",Chiles rellenos,"Roasted poblano peppers stuffed with cheese, dipped in egg batter, and fried golden.",,,,
moldova,Moldova,Europe,🇲🇩,"Moldovan food is Eastern European peasant cooking with a wine-country warmth — mamaliga (golden cornmeal porridge), stuffed cabbage rolls, and a sour soup culture that reflects both Romanian and Ukrainian neighbors.",Mamaliga,"Thick yellow cornmeal porridge, cooked to a smooth solidity. Moldova's ancient staple — eaten with bryndza sheep's cheese, sour cream, or alongside meat stew.",Sarmale,"Pork and rice stuffed into cabbage leaves and braised in tomato sauce with thyme. The Moldovan national comfort dish — slow, rich, and made for winter.",Zeamă,"Chicken noodle soup with lemon juice, lovage, and sour cream. Moldova's restorative everyday soup — tangy, warming, and deeply homey.",,,,
mongolia,Mongolia,Asia,🇲🇳,"Mongolian food is nomadic and meat-and-dairy at its most essential — boiled mutton, fermented mare's milk, and hand-made dumplings. The open steppe shapes everything: few vegetables, maximum protein, cooked simply over fire.",Buuz,Steamed dumplings filled with spiced minced mutton or beef. Mongolia's national dish — made by the hundred for Tsagaan Sar (Lunar New Year) and eaten year-round.,Tsuivan,Homemade noodles stir-fried with mutton and whatever vegetables are available. The Mongolian everyday noodle dish — filling and adaptable.,Airag,"Fermented mare's milk — lightly fizzy, sour, and mildly alcoholic. The ancient nomadic drink central to Mongolian hospitality and summer culture.",,,,
montenegro,Montenegro,Europe,🇲🇪,"Montenegrin food straddles the Adriatic coast and the Balkan interior — smoked mountain ham, grilled seafood, and a cuisine that shares genes with Serbia but has its own mountain character shaped by the Dinaric Alps.",Njeguški pršut,"Air-dried smoked ham from the Njeguši village on Mount Lovćen. Montenegro's most prized product — dense, smoky, sliced paper-thin and eaten with local cheese.",Kacamak,"Cornmeal and potato porridge enriched with kajmak (clotted cream) and local cheese. Mountain comfort food — heavy, warming, made for cold Dinaric winters.",Crni rižot,Black squid ink risotto from the Adriatic coast towns. Rich and dramatic — the sea's umami in every grain of rice.,,,,
morocco,Morocco,Africa,🇲🇦,"Moroccan food is North Africa's most complex and celebrated — spice blends (ras el hanout, chermoula) that took generations to perfect, slow tagines in conical clay vessels, and a couscous culture that is UNESCO-protected.",Tagine,"Slow-cooked stew of lamb, chicken, or fish with preserved lemon, olives, and spices, cooked in a conical clay vessel that concentrates the steam. The Moroccan method — patient, fragrant, irreplaceable.",Bastilla,"Flaky warqa pastry filled with spiced pigeon (or chicken) and almonds, dusted with cinnamon and powdered sugar. A Fez showpiece — savory and sweet at once.",Harira,"Thick tomato and chickpea soup with lamb, lentils, and fresh herbs. The soup that breaks the Ramadan fast each sunset — warming, spiced, and deeply nourishing.",,,,
mozambique,Mozambique,Africa,🇲🇿,"Mozambican food is Portuguese colonial legacy meeting East African ingredients — piri piri heat, giant Indian Ocean prawns, and coconut milk in almost everything. The food of the coast is some of the best seafood cooking in Africa.",Piri piri prawns,"Giant tiger prawns marinated in piri piri sauce and grilled over charcoal. Mozambique's greatest dish — Maputo's signature plate, eaten on the seafront.",Matapa,"Cassava leaf stew cooked in coconut milk with ground peanuts and shrimp. A traditional dish of the coast — complex, green, and deeply satisfying.",Xima,"Smooth white maize porridge. The Mozambican daily staple — eaten alongside every fish, meat, or vegetable dish.",,,,
namibia,Namibia,Africa,🇳🇦,"Namibian food is game meat, biltong, and potjiekos from the Southern African tradition — oryx, kudu, and springbok alongside Oshiwambo staples of maize porridge and mopane worms from the north.",Kapana,"Freshly grilled beef sold at open-air markets, seasoned with spices and sliced to order. Windhoek's great street food — eaten standing, the social ritual of the city.",Oshifima,Stiff maize or pearl millet porridge — the staple of northern Namibia's Oshiwambo people. Eaten by hand with meat stew or spinach relish.,Biltong,"Air-dried, spiced game meat (kudu, oryx, or beef). Southern Africa's great preservation tradition — chewy, intensely savory, and eaten as a snack throughout the day.",,,,
nepal,Nepal,Asia,🇳🇵,"Nepali food is dal bhat twice a day without question — lentil soup over rice with vegetable sides. Momos (dumplings) are the beloved snack from Kathmandu street corners, and the cuisine shifts from Indian plains to Tibetan highlands as you climb.",Dal bhat,"Lentil soup poured over steamed rice with vegetable sides (tarkari) and pickle (achar). Eaten twice daily by most Nepalis. 'Dal bhat power, 24 hour' is not a slogan — it is a fact.",Momo,"Steamed or pan-fried dumplings filled with spiced buffalo meat or vegetables, served with a fiery tomato-sesame dipping sauce. Nepal's beloved snack — sold at every street corner in Kathmandu.",Thukpa,Tibetan-influenced noodle soup with vegetables or meat in a warming spiced broth. The high-altitude comfort dish — popular across the Himalayan region.,,,,
netherlands,Netherlands,Europe,🇳🇱,"Dutch food is quieter than its neighbors but deeply satisfying — raw herring eaten at street stalls, stamppot in winter, aged Gouda that crystallizes on your tongue, and stroopwafels balanced on a hot mug to soften the caramel.",Haring,"Raw salt-cured herring eaten whole at a street stall — held by the tail, tilted back, with raw onion and pickle. The Dutch street food ritual, consumed mostly in May when the new season arrives.",Stamppot,"Mashed potato combined with kale, sauerkraut, or endive, served with a smoked sausage (rookworst). The Dutch winter dish — warming, starchy, and entirely unpretentious.",Stroopwafel,Two thin crispy waffle discs sandwiched with a sticky caramel-syrup filling. Best balanced on top of a hot mug until the caramel softens. The Dutch office essential.,,,,
new_zealand,New Zealand,Oceania,🇳🇿,"New Zealand food is Pacific and multicultural — Māori hāngī earth-oven tradition, world-class lamb and dairy, and an increasingly confident modern cuisine that uses native ingredients like horopito and kawakawa.",Hāngī,"Meat and vegetables slow-cooked in an underground earth oven on heated volcanic stones, wrapped in foil or leaves. The Māori feast tradition — smoky, tender, and deeply communal.",Pavlova,"Crisp meringue shell with a soft marshmallow interior, topped with whipped cream and kiwifruit. New Zealand and Australia both claim it. New Zealand is correct.",Lamb roast,"New Zealand lamb roasted simply with herbs and garlic. Some of the world's most flavorful lamb, raised on lush green pasture — the Sunday centerpiece.",,,,
nicaragua,Nicaragua,North America,🇳🇮,"Nicaraguan food is Central American home cooking — gallo pinto made with red beans (not black), vigorón served on banana leaves, and nacatamales on Sunday mornings. Unpretentious, filling, and deeply tied to family tradition.",Gallo pinto,"Red kidney beans and rice cooked together and seasoned with Worcestershire and onion. Nicaragua's national breakfast — different from Costa Rica's version in bean color and flavor, and Nicaraguans will make sure you know it.",Vigorón,"Boiled yuca topped with chicharrón (pork crackling) and a tangy pickled cabbage slaw, served on a banana leaf. Granada's famous street food — textures and flavors in every bite.",Nacatamal,"Large corn masa tamale filled with pork, potato, rice, tomato, and mint, wrapped in banana leaves and steamed. The Nicaraguan Sunday morning tradition — made the night before, eaten slowly.",,,,
niger,Niger,Africa,🇳🇪,"Nigerien food is Sahelian grain cooking shaped by the Sahara's edge — millet porridge (tô or dambou), dried and spiced meat (kilishi), and the Hausa and Tuareg traditions that define the country's culinary identity.",Dambou,"Millet couscous steamed and served with a vegetable and meat sauce. Niger's everyday staple — filling, simple, and eaten across the country.",Kilishi,Thin strips of beef or goat marinated in a spiced peanut paste and sun-dried until chewy. The Hausa equivalent of biltong — intensely flavored and sold at every market.,Fura da nono,Millet balls (fura) crushed and mixed with chilled fermented cow's milk (nono). The traditional Fulani nomad's sustenance — drunk as a thick beverage across the Sahel.,,,,
nigeria,Nigeria,Africa,🇳🇬,"Nigerian food is West Africa's most populous and loudest culinary voice — jollof rice that wins every Twitter argument, egusi soup eaten with pounded yam, and suya skewers at midnight roadside stalls. The food is bold, and so is everything about it.",Jollof rice,"Rice cooked in a smoky, spiced tomato-and-pepper base until each grain is stained red and deeply flavored. Nigeria defends this dish with extraordinary passion. The party jollof — cooked outdoors over wood fire — is in a class of its own.",Egusi soup,"Ground melon seeds cooked with palm oil, stockfish, leafy greens, and assorted meat. Eaten with pounded yam or fufu — rich, textured, and the backbone of Nigerian cooking.",Suya,Thin-sliced beef or chicken coated in a spiced peanut (yaji) rub and grilled over charcoal. Nigeria's great street food — served on newspaper with raw onion and tomato at midnight.,,,,
north_macedonia,North Macedonia,Europe,🇲🇰,"Macedonian food is Balkan peasant cooking with Ottoman pastry layers — grilled meats over charcoal, a national baked bean dish in a clay pot, and ajvar (roasted pepper relish) that every household makes in autumn.",Tavče gravče,"White beans baked with peppers, onion, and tomato in a clay pot until thick and caramelized. North Macedonia's national dish — simple, earthy, and deeply satisfying.",Ajvar,Roasted red pepper and eggplant relish made every autumn in enormous batches. Eaten with white bread and sheep's cheese through winter — Macedonia's essential condiment.,Pastrmajlija,"Oval flatbread covered with marinated pork chunks and a cracked egg, baked until the edges crisp. The Macedonian pizza — and the reason to visit Štip.",,,,
norway,Norway,Europe,🇳🇴,"Norwegian food is Arctic and coastal — cured salmon, wind-dried cod, lamb and cabbage stew, and a brown cheese that tastes like caramel and confuses every visitor until it doesn't. The new Nordic wave started here too.",Gravlaks,"Salmon cured with salt, sugar, and dill for 48 hours, sliced paper-thin and served with mustard-dill sauce on rye crispbread. Norway's most elegant dish — ancient and simple.",Fårikål,"Lamb and whole cabbage cooked together with black pepper in a large pot until collapsing. Norway's national dish — declared by vote, celebrated every autumn.",Brunost,"Brown whey cheese with a sweet, fudgy caramel flavor. Shaved onto crispbread at every Norwegian breakfast — an acquired taste that Norwegians consider non-negotiable.",,,,
oman,Oman,Asia,🇴🇲,"Omani food is ancient Arabian Peninsula cooking fragrant with frankincense-trade spices — shuwa (underground pit-roasted lamb) is the great ceremonial dish, dried limes perfume the rice, and halwa sweets are served with coffee to every guest.",Shuwa,"Spiced lamb or goat wrapped in banana leaves and slow-roasted in an underground sand oven for up to 48 hours. Oman's great ceremonial dish — made for Eid and weddings, impossibly tender.",Majboos,"Fragrant spiced rice with fish, chicken, or lamb cooked with dried limes (loomi) and rose water. Oman's essential everyday rice dish.",Omani halwa,"Soft, gelatinous sweet made from sugar, ghee, rosewater, and saffron, studded with nuts. Served in small bowls with cardamom coffee to every guest — the taste of Omani hospitality.",,,,
pakistan,Pakistan,Asia,🇵🇰,"Pakistani food is South Asia's most meat-forward and spice-bold — slow-simmered nihari for breakfast, karahi cooked fast in a heavy wok, and a biryani tradition in Karachi that is richer and more intensely spiced than anywhere else.",Nihari,"Slow-cooked beef shank stew with whole spices and bone marrow, simmered overnight and eaten at breakfast. Lahore and Karachi's great morning dish — served with naan and a squeeze of lemon.",Karahi,"Chicken or lamb cooked fast in a heavy iron wok with tomatoes, fresh ginger, and green chiles. The quintessential Pakistani restaurant dish — smoky, direct, and deeply satisfying.",Biryani (Karachi-style),"Fragrant basmati rice layered with spiced meat and potatoes, richer and more intensely flavored than Indian varieties. Karachi's biryani is a source of municipal pride.",,,,
panama,Panama,North America,🇵🇦,"Panamanian food is a Central American crossroads — sancocho stew is the national dish, seafood arrives from two oceans (Pacific and Caribbean), and a diverse population has left Chinese, West Indian, and Indigenous fingerprints on the cuisine.",Sancocho,"Chicken and root vegetable stew with culantro (the wild herb), ñame, and corn on the cob. Panama's national dish — eaten on weekends, at celebrations, and as a cure for everything.",Ceviche panameño,Fish or shrimp cured in lime juice with ají chombo chile and onion. Served cold with crackers — Panama's take on the Pacific ceviche tradition.,Ropa vieja panameña,"Shredded beef braised in tomato sauce with peppers and onion, served over white rice. The everyday Panamanian comfort plate.",,,,
papua_new_guinea,Papua New Guinea,Oceania,🇵🇬,"Papua New Guinean food is one of the world's most diverse — over 800 languages and 800 food cultures, united by earth-oven cooking, root vegetables, and coconut. The mumu feast is the great communal tradition.",Mumu,"Pork, sweet potato, cassava, and greens slow-cooked together in an earth oven on heated stones, wrapped in banana leaves. Papua New Guinea's great communal feast — smoky, tender, and deeply shared.",Saksak,"Sago palm starch formed into dumplings or porridge. The staple of coastal and lowland PNG — starchy, neutral, eaten with fish or coconut sauce.",Kaukau,"Sweet potato roasted directly in embers or baked in the earth oven. The everyday staple of the Highlands — simple, naturally sweet, and deeply relied upon.",,,,
paraguay,Paraguay,South America,🇵🇾,"Paraguayan food is South America's most overlooked — cassava replaces potato in nearly everything, sopa paraguaya (despite the name) is a baked corn bread, and the cuisine is built around the asado and the chipa cheese bread.",Sopa paraguaya,"Despite meaning 'Paraguayan soup,' this is a dense savory corn and cheese bake. Rich, filling, and eaten alongside grilled meat — the national side dish.",Chipa,"Cheese and cassava flour bread rings baked in a tatakua (clay oven). Paraguay's beloved snack — sold on every bus, at every roadside, warm and stretchy.",Asado paraguayo,"Beef ribs and cuts slow-grilled over wood coals. Paraguay's version of the Southern Cone asado — unhurried, smoky, the centerpiece of every weekend.",,,,
peru,Peru,South America,🇵🇪,"Peruvian cuisine is arguably the most exciting in the world right now — and it has been building toward this moment for centuries. Ceviche, cured in tiger's milk (lime, chile, and fish juices), is the national icon: bright, acidic, and consumed at cevicherías by the millions. Lomo saltado merges Chinese stir-fry technique with Andean beef and potatoes — a legacy of the 19th-century Chinese immigrant community (the Chifa tradition). Causa, anticuchos, ají de gallina, and the 3,000 varieties of native potato tell a story of Indigenous Andean cuisine that fed civilizations before the Spanish arrived. Lima is now home to multiple restaurants on the World's 50 Best list, led by Central, Maido, and Astrid y Gastón. Peru didn't just find its culinary voice — it became one of the loudest on the planet.",Lomo saltado,"Beef stir-fried with onions, tomato, and soy sauce — served over rice with fries. The Peru-China crossover hit.",Ceviche,"Raw white fish cured in lime, chile, and red onion. Cold, bright, addictive.",Ají de gallina,"Shredded chicken in a creamy aji amarillo sauce, served over rice and potato.",,,,
